t,ncon,q_joint_0,qref_joint_0,tau_joint_0,q_joint_3,qref_joint_3,tau_joint_3,q_joint_4,qref_joint_4,tau_joint_4,q_joint_1,qref_joint_1,tau_joint_1,q_joint_5,qref_joint_5,tau_joint_5,q_joint_6,qref_joint_6,tau_joint_6,q_joint_2,qref_joint_2,tau_joint_2,q_joint_7,qref_joint_7,tau_joint_7,q_joint_8,qref_joint_8,tau_joint_8,input_sigma,input_sigma_diff
0.23600000000000002,0.0,0.013203946799386768,0.3074938533319226,0.0035365922921559365,0.0758956530883196,0.30143451964565376,0.0027276660998310017,0.12317997054191471,0.24200819450055291,0.0014575960323579304,0.012705880826629164,0.3074938533319226,0.003542266886692734,0.06532207446218333,0.2978184541068005,0.002808960505313791,0.1642549316920663,0.2978184541068005,0.00164452172804775,0.027402907159474847,0.30143451964565376,0.003296799795753657,0.03849904601567948,0.23723929135208133,0.002396818977515051,0.12737431596416565,0.23439332391965625,0.001316469683256736,8.0,0.0
0.23800000000000002,0.0,0.013640855016263529,0.3074938533319226,0.00353147887839043,0.077682927170662,0.30143451964565376,0.0027064663986880104,0.12583841543534682,0.24200819450055291,0.0014259386875036585,0.013116725945840195,0.3074938533319226,0.0035374556700635213,0.06692705167074808,0.2978184541068005,0.0027899565557354066,0.16775986509270277,0.2978184541068005,0.0016027622689768106,0.028116077950832676,0.30143451964565376,0.003288379349834147,0.0395097951651129,0.23723929135208133,0.002384882944036822,0.1300798503401472,0.23439332391965625,0.0012842280954658873,8.0,0.0
0.24,0.0,0.014088732531112237,0.3074938533319226,0.0035262359797879083,0.07949058474990468,0.30143451964565376,0.0026850191096999014,0.1285164336317964,0.24200819450055291,0.001394037348782473,0.013537644466645866,0.3074938533319226,0.003532525528632989,0.06855322075853051,0.2978184541068005,0.002770696829232629,0.1712887091696474,0.2978184541068005,0.001560703068169173,0.028840759782668323,0.30143451964565376,0.0032798213003378536,0.04053664660831458,0.23723929135208133,0.002372753954243621,0.132803277921236,0.23439332391965625,0.0012517616829541085,8.0,0.0
0.242,0.0,0.014547759563739325,0.3074938533319226,0.003520861449609724,0.08131837384538551,0.30143451964565376,0.002663327218748989,0.13121326054222782,0.24200819450055291,0.001361901130425078,0.013968800932798654,0.3074938533319226,0.0035274745063833208,0.070200455776234,0.2978184541068005,0.00275118280017924,0.1748403895590506,0.2978184541068005,0.0015183569392458376,0.029576997336928534,0.30143451964565376,0.0032711251183558253,0.04157962110089736,0.23723929135208133,0.002360431736925201,0.13554375164435864,0.23439332391965625,0.0012190805519810431,8.0,0.0
0.244,0.0,0.015018117602822376,0.3074938533319226,0.0035153531252181992,0.08316603934722208,0.30143451964565376,0.002641393749603219,0.13392812675047744,0.24200819450055291,0.0013295392074999012,0.014410361391323442,0.3074938533319226,0.003522300628789487,0.07186862765027809,0.2978184541068005,0.0027314159799667983,0.17841382569552025,0.2978184541068005,0.0014757367745729991,0.030324835896357132,0.30143451964565376,0.0032622902677047027,0.04263873747624687,0.23723929135208133,0.002347916043014208,0.13830041986625477,0.23439332391965625,0.0011861948673035714,8.0,0.0
0.246,0.0,0.015499989349224058,0.3074938533319226,0.0035097088287492023,0.08503332304491905,0.30143451964565376,0.00261922176358118,0.1366602582573938,0.24200819450055291,0.0012969608130009057,0.01486249335291695,0.3074938533319226,0.0035170019032871895,0.07355760414386302,0.2978184541068005,0.0027113979174782695,0.18200793117462896,0.2978184541068005,0.0014328555409353634,0.031084321338784804,0.30143451964565376,0.0032533162049915593,0.04371401256872427,0.23723929135208133,0.0023352066465100138,0.14107242665953673,0.23439332391965625,0.0011531148486408178,8.0,0.0
0.248,0.0,0.01599355865867629,0.3074938533319226,0.0035039263677923826,0.0869199636566746,0.30143451964565376,0.0025968143592088166,0.13940887672635457,0.24200819450055291,0.0012641752349179093,0.015325365751740795,0.3074938533319226,0.0035115763197480676,0.07526724981860834,0.2978184541068005,0.00269113019955525,0.18562161411724384,0.2978184541068005,0.0013897262751860588,0.031855500131104136,0.30143451964565376,0.0032442023796824277,0.04480546113710681,0.23723929135208133,0.0023223033454002847,0.14385891211011734,0.23439332391965625,0.0011198507671214342,8.0,0.0
0.25,0.0,0.01649901048384325,0.3074938533319226,0.0034980035360789555,0.08882569685939368,0.30143451964565376,0.00257417467186775,0.14217319973007883,0.24200819450055291,0.00123119181329038,0.015799148904606975,0.3074938533319226,0.003506021850962181,0.07699742599680597,0.2978184541068005,0.0026706144514583065,0.18925377753554967,0.2978184541068005,0.0013463620798746803,0.032638419322921566,0.30143451964565376,0.003234948234174596,0.04591309578831525,0.23723929135208133,0.0023092059625796943,0.14665901261589637,0.23439332391965625,0.001086412941714467,8.0,0.0
0.252,0.0,0.017016530815772014,0.3074938533319226,0.0034919381141769517,0.09075025531941511,0.30143451964565376,0.002551305873435121,0.1449524409986527,0.24200819450055291,0.001198019937245689,0.016284014469554596,0.3074938533319226,0.003500336453127787,0.07874799072432821,0.2978184541068005,0.0026498523373199344,0.19290331970063657,0.2978184541068005,0.0013027761188550103,0.03343312653987786,0.30143451964565376,0.0032255532038727866,0.04703692690147731,0.23723929135208133,0.002295914346765193,0.14947186118659617,0.23439332391965625,0.0010528117356451187,8.0,0.0
0.254,0.0,0.01754630662473971,0.3074938533319226,0.003485727870193807,0.09269336872395989,0.30143451964565376,0.002528211171914864,0.1477458106686863,0.24200819450055291,0.0011646690420228025,0.01678013540381671,0.3074938533319226,0.003494518066348416,0.08051879873423136,0.2978184541068005,0.002628845560589668,0.1965691345115224,0.2978184541068005,0.0012589816128739675,0.03423966997662866,0.30143451964565376,0.003216016717269311,0.048176962552376315,0.23723929135208133,0.0022824283734072482,0.15229658774463575,0.23439332391965625,0.001019057552796721,8.0,0.0
0.256,0.0,0.01808852580050636,0.3074938533319226,0.0034793705604861946,0.0946547638133073,0.30143451964565376,0.0025048938110603263,0.15055251553351917,0.24200819450055291,0.0011311486059823992,0.017287685921176153,0.3074938533319226,0.00348856461513727,0.08230970141109493,0.2978184541068005,0.0026075958644708303,0.20025011186547956,0.2978184541068005,0.0012149918351433376,0.03505809838947684,0.30143451964565376,0.0032063381960283016,0.04933320843833419,0.23723929135208133,0.0022687479455964603,0.15513231942693342,0.23439332391965625,0.000985160834100246,8.0,0.0
0.258,0.0,0.018643377091982664,0.3074938533319226,0.0034728639303769947,0.09663416441370563,0.30143451964565376,0.0024813570699881576,0.1533717592943916,0.24200819450055291,0.001097468147604405,0.01780684144870931,0.3074938533319226,0.0034824740089289576,0.08412054675613719,0.2978184541068005,0.002586105032348467,0.203945138029536,0.2978184541068005,0.0011708201068958517,0.03588846108864815,0.30143451964565376,0.0031965170550741235,0.05050566780357813,0.23723929135208133,0.0022548729949649657,0.15797818088752666,0.23439332391965625,0.000951132053912674,8.0,0.0
0.26,0.0,0.019211050046322117,0.3074938533319226,0.003466205714879279,0.09863129147102398,0.30143451964565376,0.0024576042627833775,0.1562027428124984,0.24200819450055291,0.0010636372224739358,0.01833777858291681,0.3074938533319226,0.0034762441425985596,0.08595117935314683,0.2978184541068005,0.00256437488820796,0.20765309601301937,0.2978184541068005,0.0011264797929271741,0.03673080793020185,0.30143451964565376,0.0031865527026840677,0.05169434136514001,0.23723929135208133,0.0022408034825820385,0.16083329460089846,0.23439332391965625,0.0009169817163855551,8.0,0.0
0.262,0.0,0.019791734947447195,0.3074938533319226,0.0034593936394272055,0.10064586308515108,0.30143451964565376,0.0024336387380955575,0.15904466436184217,0.24200819450055291,0.001029665420256654,0.018880675045240176,0.3074938533319226,0.0034698728969880695,0.0878014403352712,0.2978184541068005,0.0025424072970438444,0.21137286594101312,0.2978184541068005,0.0010819842971253738,0.03758518930756799,0.30143451964565376,0.0031764445405854233,0.05289922723933784,0.23723929135208133,0.002226539399843296,0.1636967811658987,0.23439332391965625,0.0008827203518250936,8.0,0.0
0.264,0.0,0.02038562275401934,0.3074938533319226,0.0034524254206137047,0.10267759454514742,0.30143451964565376,0.002409463878726032,0.16189671988280177,0.24200819450055291,0.000995562361664529,0.0194357096369635,0.3074938533319226,0.003463358139440189,0.08967116735270053,0.2978184541068005,0.002520204165258352,0.21510332542859334,0.2978184541068005,0.0010373470579894488,0.038451656142702906,0.30143451964565376,0.0031661919640570296,0.054120320868888225,0.23723929135208133,0.0022120807693529216,0.16656775961014916,0.23439332391965625,0.0008483585130450907,8.0,0.0
0.266,0.0,0.020992905036862738,0.3074938533319226,0.003445298766934839,0.1047261983651561,0.30143451964565376,0.002385083101206076,0.16475810323633305,0.24200819450055291,0.0009613376954130138,0.020003062193499378,0.3074938533319226,0.003456697724339509,0.09156019454128836,0.2978184541068005,0.0024977674410492,0.21884334995571464,0.2978184541068005,0.0009925815441384862,0.03933025987685473,0.30143451964565376,0.0031557943620354103,0.05535761495069895,0.23723929135208133,0.0021974276457983172,0.16944534769482048,0.23439332391965625,0.0008139067717140851,8.0,0.0
0.268,0.0,0.02161377391585214,0.3074938533319226,0.0034380113795407182,0.1067913843210779,0.30143451964565376,0.002360499855365972,0.1676280064587171,0.24200819450055291,0.0009270010951706384,0.020582913538058238,0.3074938533319226,0.0034498894936610784,0.09346835249214724,0.2978184541068005,0.002475099114786146,0.2225918132426133,0.2978184541068005,0.0009477012498130306,0.04022105246093055,0.30143451964565376,0.0031452511172255886,0.056611099364390474,0.23723929135208133,0.0021825801168165885,0.17232866221966955,0.23439332391965625,0.0007793757146980294,8.0,0.0
0.27,0.0,0.022248421996275015,0.3074938533319226,0.0034305609529928457,0.1088728594880158,0.30143451964565376,0.0023357176238949103,0.17050562001677225,0.24200819450055291,0.00089256225650203,0.021175445434700478,0.3074938533319226,0.0034429312775263723,0.09539546822225928,0.2978184541068005,0.0024522012193758393,0.22634758762559598,0.2978184541068005,0.0009027196903702468,0.04112408634545705,0.30143451964565376,0.0031345616062166785,0.05788076110159516,0.23723929135208133,0.0021675383038522907,0.17521681932822544,0.23439332391965625,0.0007447759403998404,8.0,0.0
0.272,0.0,0.022897042304678646,0.3074938533319226,0.0034229451760277706,0.11097032827849371,0.30143451964565376,0.002310739921891656,0.17339013306344586,0.24200819450055291,0.000858030893805368,0.021780840540770736,0.3074938533319226,0.0034358208947666657,0.09734136514614031,0.2978184541068005,0.002429075830614495,0.23010954443308196,0.2978184541068005,0.0008576503977744545,0.042039414470126345,0.30143451964565376,0.0031237251996023606,0.0591665841960828,0.23723929135208133,0.002152302363005834,0.17810893481301215,0.23439332391965625,0.0007101180550971698,8.0,0.0
0.274,0.0,0.02355982822421295,0.3074938533319226,0.0034151617323269273,0.11308349248145413,0.30143451964565376,0.002285570296405921,0.176280733693701,0.24200819450055291,0.0008234167372452847,0.022399282358713843,0.3074938533319226,0.0034285561534938224,0.0993058630485966,0.2978184541068005,0.0024057250675279225,0.23387655436176713,0.2978184541068005,0.0008125069160846228,0.042967090252918935,0.30143451964565376,0.0031127412621063293,0.0604685496547608,0.23723929135208133,0.0021368724858719826,0.18100412442069674,0.23439332391965625,0.0006754126692797292,8.0,0.0
0.276,0.0,0.024236973429479936,0.3074938533319226,0.003407208301292516,0.11521205130203896,0.30143451964565376,0.002260212325970396,0.1791766092006142,0.24200819450055291,0.0007887295296822228,0.023030955187272033,0.3074938533319226,0.003421134851678505,0.1012887780586123,0.2978184541068005,0.0023821510926984473,0.23764748785277787,0.2978184541068005,0.0007673027969404007,0.04390716757879564,0.30143451964565376,0.003101609152712818,0.061786635389597305,0.23723929135208133,0.0021212489003678467,0.18390150415705087,0.23439332391965625,0.0006406703939875141,8.0,0.0
0.278,0.0,0.02492867182090101,0.3074938533319226,0.0033990825588293117,0.11735570140215734,0.30143451964565376,0.002234669620123378,0.1820769463315996,0.24200819450055291,0.0007539790235992645,0.023676044072063147,0.3074938533319226,0.0034135547777358064,0.10328992262440605,0.2978184541068005,0.0023583561125782586,0.24142121546768297,0.2978184541068005,0.0007220515950482719,0.04485970078795052,0.30143451964565376,0.0030903282248022973,0.06312081615051507,0.23723929135208133,0.0021054318715498085,0.1868001905916145,0.23439332391965625,0.0006059018371512647,8.0,0.0
0.28,0.0,0.02563511745861352,0.3074938533319226,0.0033907821781322587,0.11951413694184451,0.30143451964565376,0.002208945818921957,0.1849809315446752,0.24200819450055291,0.0007191749780274398,0.024334734755539638,0.3074938533319226,0.0034058137111183133,0.10530910548969394,0.2978184541068005,0.0023343423777887336,0.24519660826423229,0.2978184541068005,0.0006767668636694106,0.045824744663616766,0.30143451964565376,0.0030788978262924387,0.06447106345930388,0.23723929135208133,0.002089421702418795,0.18969930116195055,0.23439332391965625,0.0005711175999365009,8.0,0.0
0.28200000000000003,0.0,0.026356504495908088,0.3074938533319226,0.003382304830479709,0.12168704962141477,0.30143451964565376,0.0021830445924457113,0.187887751264687,0.24200819450055291,0.0006843271554705325,0.025007213626328368,0.3074938533319226,0.003397909422916595,0.10734613167119678,0.2978184541068005,0.0023101121834052793,0.24897253817169027,0.2978184541068005,0.0006314621501108189,0.04680235441941773,0.30143451964565376,0.003067317299784444,0.06583734554459886,0.23723929135208133,0.0020732187347133296,0.192597954477379,0.23439332391965625,0.0005363282730924684,8.0,0.0
0.28400000000000003,0.0,0.027093027112218566,0.3074938533319226,0.003373648186032174,0.12387412872441171,0.30143451964565376,0.002156969640290868,0.19079659213940622,0.24200819450055291,0.0006494453188303911,0.02569366766795128,0.3074938533319226,0.003389839676467131,0.1094008024374281,0.2978184541068005,0.002285667869227245,0.25274787836563356,0.2978184541068005,0.0005861509912213231,0.04779258568625524,0.30143451964565376,0.0030555859827148327,0.06721962727797173,0.23723929135208133,0.00205682334968979,0.19549527062208025,0.23439332391965625,0.0005015444333073269,8.0,0.0
0.28600000000000003,0.0,0.027844879445676658,0.3074938533319226,0.0033648099146364485,0.12607506116135847,0.30143451964565376,0.0021307246910549043,0.1937066412954163,0.24200819450055291,0.0006145392283337603,0.026394284406927225,0.3074938533319226,0.0033816022279676556,0.11147291528879967,0.2978184541068005,0.002261011820032469,0.25652150364208165,0.2978184541068005,0.0005408469088940036,0.04879549449872753,0.30143451964565376,0.0030437032075127826,0.06861787011118183,0.23723929135208133,0.002040235968889315,0.19839037145745647,0.23439332391965625,0.0004667766395709121,8.0,0.0
0.28800000000000003,0.0,0.028612255525243407,0.3074938533319226,0.0033557876866349514,0.12828953151431038,0.30143451964565376,0.0021043135018115437,0.1966170865937044,0.24200819450055291,0.0005796186384616395,0.027109251860255302,0.3074938533319226,0.0033731948270999445,0.11356226393908042,0.2978184541068005,0.0022361464658160104,0.26029229079083,0.2978184541068005,0.0004955634055766265,0.04981113728106913,0.30143451964565376,0.0030316683017631144,0.0700320320146331,0.23723929135208133,0.0020234570548907944,0.2012823809236414,0.23439332391965625,0.0004320354295463974,8.0,0.0
0.29,0.0,0.02939534920243008,0.3074938533319226,0.0033465791736801507,0.13051722208221192,0.30143451964565376,0.0020777398575761207,0.1995271168848745,0.24200819450055291,0.0005446932948821823,0.027838758482280353,0.3074938533319226,0.0033646152176600073,0.11566863829824438,0.2978184541068005,0.0022110742820126415,0.26405911896785533,0.2978184541068005,0.00045031395979164637,0.050839570832605194,0.30143451964565376,0.003019480588375016,0.0714620674170833,0.23723929135208133,0.002006487112049379,0.20417042534004837,0.23439332391965625,0.00039733131595217833,8.0,0.0
0.292,0.0,0.030194354082621118,0.3074938533319226,0.00333718204955391,0.1327578129270599,0.30143451964565376,0.002051007570761302,0.20243592226389762,0.24200819450055291,0.0005097729313881409,0.02858299311094132,0.3074938533319226,0.003355861138195707,0.11779182445674267,0.2978184541068005,0.002185797789702674,0.2678208700666638,0.2978184541068005,0.0004051120216673423,0.05188085231271289,0.30143451964565376,0.0030071393857565827,0.07290792714665076,0.23723929135208133,0.0019893266872199763,0.20705363370484722,0.23439332391965625,0.0003626747829552947,8.0,0.0
0.294,0.0,0.031009463456012087,0.3074938533319226,0.0033275939909916175,0.135010981920874,0.30143451964565376,0.0020241204806231263,0.20534269432431557,0.24200819450055291,0.0004748672668398636,0.029342144913403433,0.3074938533319226,0.0033469303226517752,0.11993160467123407,0.2978184541068005,0.002160319555800694,0.271576429088452,0.2978184541068005,0.000359971008481641,0.05293503922528259,0.30143451964565376,0.0029946440079952905,0.07436955837316382,0.23723929135208133,0.001971976370465167,0.20993113799326144,0.23439332391965625,0.00032807628257770836,8.0,0.0
0.296,0.0,0.03184087022817584,0.3074938533319226,0.003317812678510926,0.13727640479347575,0.30143451964565376,0.0019970824526973573,0.2082466264118152,0.24200819450055291,0.0004399860021148482,0.030116403331075372,0.3074938533319226,0.00333782050102223,0.12208775735180792,0.2978184541068005,0.0021346421932267974,0.2753246845109528,0.2978184541068005,0.00031490430022018256,0.05400218940267164,0.30143451964565376,0.002981993765044454,0.07584690455189784,0.23723929135208133,0.00195443679574701,0.2128020734545767,0.23439332391965625,0.00029354623111673783,8.0,0.0
0.298,0.0,0.03268876685027025,0.3074938533319226,0.003307835797244961,0.1395537551810767,0.30143451964565376,0.001969897378226136,0.21114691387708967,0.24200819450055291,0.00040513881706485245,0.03090595802401275,0.3074938533319226,0.0033285294000101667,0.12426005705073305,0.2978184541068005,0.002108768361059911,0.2790645286558374,0.2978184541068005,0.0002699252351501724,0.05508236098914372,0.30143451964565376,0.0029691879629157856,0.0773399053687436,0.23723929135208133,0.0019367086416022018,0.21566557890775329,0.23439332391965625,0.0002590950055809548,8.0,0.0
0.3,0.0,0.03355334524890123,0.3074938533319226,0.0032976610377798282,0.1418427046756757,0.30143451964565376,0.0019425691735749247,0.21404275432790368,0.24200819450055291,0.0003703353674815589,0.03171099881470951,0.3074938533319226,0.0033190547436949182,0.1264482744527651,0.2978184541068005,0.0020827007646728097,0.2827948580545459,0.2978184541068005,0.00022504710541155725,0.056175612423786964,0.30143451964565376,0.0029562259038781206,0.0788484966868511,0.23723929135208133,0.0019187926318000527,0.21852079703553498,0.23439332391965625,0.00022473294014283563,8.0,0.0
0.302,0.0,0.034434796755654855,0.3074938533319226,0.003287286096996256,0.14414292287526528,0.30143451964565376,0.0019151017796397369,0.21693334788028046,0.24200819450055291,0.00033558528207179084,0.03253171563127905,0.3074938533319226,0.003309394254206557,0.12865217636704465,0.2978184541068005,0.002056442155848425,0.28651457381241974,0.2978184541068005,0.0001802831526270554,0.057282002422904016,0.30143451964565376,0.0029431068866624015,0.08037261049479144,0.23723929135208133,0.0019006895359827628,0.22136687467694774,0.23439332391965625,0.0001904703226094553,8.0,0.0
0.304,0.0,0.03533331203631283,0.3074938533319226,0.003276708678915213,0.14645407743484698,0.30143451964565376,0.0018874991612446619,0.21981789740872795,0.24200819450055291,0.0003008981594432695,0.0333682984500271,0.3074938533319226,0.0032995456524077225,0.13087152572061736,0.2978184541068005,0.0020299953328770707,0.2902225819710097,0.2978184541068005,0.00013564656353256944,0.05840158996186758,0.30143451964565376,0.002929830206672997,0.08191217485627982,0.23723929135208133,0.0018824001702874788,0.22420296311808224,0.23439332391965625,0.00015631739091250218,8.0,0.0
0.306,0.0,0.03624908101976564,0.3074938533319226,0.003265926495547317,0.1487758341182541,0.30143451964565376,0.0018597653065296814,0.22269560879542213,0.24200819450055291,0.00026628356510189954,0.03422093723741871,0.3074938533319226,0.003289506658582746,0.13310608155360704,0.2978184541068005,0.002003363140634198,0.2939177938684339,0.2978184541068005,9.115046562948991e-05,0.05953443425643502,0.30143451964565376,0.002916395156205434,0.08346711386150098,0.23723929135208133,0.001863925397949618,0.22702821838105508,0.23439332391965625,0.00012228432961888813,8.0,0.0
0.308,0.0,0.037182292826638035,0.3074938533319226,0.0032549372677458835,0.15110785685078104,0.30143451964565376,0.001831904226328796,0.22556569117826616,0.24200819450055291,0.00023175102846156938,0.035089821891441976,0.3074938533319226,0.0032792749931340468,0.13535559901607158,0.2978184541068005,0.001976548470638322,0.297599126497661,0.2978184541068005,4.680792286039925e-05,0.060680594743515746,0.30143451964565376,0.002902801024670625,0.085037347580079,0.23723929135208133,0.0018452661298869644,0.22984180151104386,0.23439332391965625,8.838126646321409e-05,8.0,0.0
0.31,0.0,0.03813313569764176,0.3074938533319226,0.0032437387260634146,0.15344980777261746,0.30143451964565376,0.0018039199535384728,0.22842735719774387,0.24200819450055291,0.000197310039867441,0.035975142182371196,0.3074938533319226,0.0032688483772857673,0.13761982936657122,0.2978184541068005,0.0019495542610887472,0.3012655028625947,0.2978184541068005,2.631931309674096e-06,0.06184013106138549,0.30143451964565376,0.002889047098825656,0.08662279201573167,0.23723929135208133,0.001826423325264028,0.2326428788612929,0.23439332391965625,5.461826890334876e-05,8.0,0.0
0.312,0.0,0.03910179692167079,0.3074938533319226,0.00323232861161137,0.15580134729308498,0.30143451964565376,0.0017758165424764357,0.23127982324248716,0.24200819450055291,0.0001629700476337085,0.036877087692932874,0.3074938533319226,0.0032582245337946167,0.1398985199724774,0.2978184541068005,0.0019223834968827517,0.3049158523318369,0.2978184541068005,-4.136458506952989e-05,0.06301310302934154,0.30143451964565376,0.0028751326630112196,0.0882233590626496,0.23723929135208133,0.001807397992036196,0.2354306223759862,0.23439332391965625,2.100534070036031e-05,8.0,0.0
0.314,0.0,0.0400884627636543,0.3074938533319226,0.003220704676923021,0.15816213414567412,0.30143451964565376,0.0017475980682308255,0.23412230969347653,0.24200819450055291,0.000128740455096789,0.03779584775787783,0.3074938533319226,0.003247401187667877,0.14219141431205037,0.2978184541068005,0.0018950392096118774,0.3085491109900069,0.2978184541068005,-8.516877870043627e-05,0.06419957062679346,0.30143451964565376,0.0028610569993957466,0.08983895646363935,0.23723929135208133,0.0017881911874731806,0.23820420987088595,0.23439332391965625,-1.2447581475959257e-05,8.0,0.0
0.316,0.0,0.04109331839218326,0.3074938533319226,0.0032088646868192196,0.16053182544387862,0.30143451964565376,0.0017192686259997556,0.23695404116679528,0.24200819450055291,9.463061768491665e-05,0.03873161140296331,0.3074938533319226,0.0032363760668885373,0.14449825197831204,0.2978184541068005,0.0018675244775370019,0.3121642219864961,0.2978184541068005,-0.00012876788259847682,0.06539959397178369,0.30143451964565376,0.0028468193882263235,0.09146948777006914,0.23723929135208133,0.0017688040186613037,0.2409628253116354,0.23439332391965625,-4.573063141475631e-05,8.0,0.0
0.318,0.0,0.0421165478069265,0.3074938533319226,0.003196806419276872,0.1629100767378236,0.30143451964565376,0.0016908323304213018,0.23977424675485776,0.24200819450055291,6.0649840005091663e-05,0.03968456728334921,0.3074938533319226,0.003225146903147511,0.1468187686847407,0.2978184541068005,0.001839842425541862,0.3157601358815372,0.2978184541068005,-0.00017214921455634724,0.06661323329893308,0.30143451964565376,0.002832419108086441,0.09311485230365486,0.23723929135208133,0.0017492376429841462,0.24370565908962583,0.23439332391965625,-7.883401670374979e-05,8.0,0.0
0.32,0.0,0.04315833376585249,0.3074938533319226,0.0031845276662999526,0.1652965420716841,0.30143451964565376,0.001662293314893962,0.24258216026603302,0.24200819450055291,2.6807372948341903e-05,0.040654903621412886,0.3074938533319226,0.0032137114325828803,0.14915269627281244,0.2978184541068005,0.001811996225064718,0.3193358109894696,0.2978184541068005,-0.00021530018129683982,0.06784054893680637,0.30143451964565376,0.002817855436160648,0.09477494512012363,0.23723929135208133,0.0017294932685811178,0.2464319082953285,0.23439332391965625,-0.00011174802203963486,8.0,0.0
0.322,0.0,0.04421885771227333,0.3074938533319226,0.003172026234792841,0.16769087404188968,0.30143451964565376,0.0016336557308876361,0.24537702046258536,0.24200819450055291,-6.8875891857612674e-06,0.041642808143987346,0.3074938533319226,0.0032020673965261165,0.15149976272141408,0.2978184541068005,0.001783989094007857,0.3228902137190831,0.2978184541068005,-0.0002582082825920291,0.06908160128469289,0.30143451964565376,0.0028031276485061688,0.0964496569747908,0.23723929135208133,0.0017095721547834924,0.24914077698899348,0.23439332391965625,-0.00014446301250806682,8.0,0.0
0.324,0.0,0.04529829970172771,0.3074938533319226,0.003159299947435791,0.17009272385611063,0.30143451964565376,0.001604923747245169,0.2481580712968541,0.24200819450055291,-4.042591154438935e-05,0.042648468019028066,0.3074938533319226,0.003190212542255223,0.15385969215815054,0.2978184541068005,0.0017558242966246374,0.3264223189109218,0.2978184541068005,-0.000300861115347391,0.07033645078879813,0.30143451964565376,0.0027882350203315307,0.09813887429008616,0.23723929135208133,0.0016894756125274864,0.25183147646861825,0.23439332391965625,-0.00017696943683204668,8.0,0.0
0.326,0.0,0.046396838328719874,0.3074938533319226,0.0031463466435623384,0.17250174139302074,0.30143451964565376,0.0015761015494745176,0.2509245621455956,0.24200819450055291,-7.379852155561429e-05,0.043672069791713994,0.3074938533319226,0.0031781446237547344,0.15623220487257,0.2978184541068005,0.0017275051433838,0.32993111017143395,0.2978184541068005,-0.00034324637764945567,0.07160515791784203,0.30143451964565376,0.0027731768262822675,0.09984247912506374,0.23723929135208133,0.001669205004743942,0.25450322553508986,0.23439332391965625,-0.000209257830587544,8.0,0.0
0.328,0.0,0.04751465065333187,0.3074938533319226,0.0031331641800384324,0.17491757526283122,0.30143451964565376,0.0015471933390315963,0.25367574804241083,0.24200819450055291,-0.00010699641174051233,0.04471379931998876,0.3074938533319226,0.003165861402482503,0.15861701733132771,0.2978184541068005,0.0016990349908107662,0.33341558020385226,0.2978184541068005,-0.0003853518727756011,0.0728877831380601,0.30143451964565376,0.002757952340733741,0.10156034914692877,0.23723929135208133,0.0016487617467242112,0.257155250754406,0.23439332391965625,-0.0002413188193852033,8.0,0.0
0.33,0.0,0.04865191212772672,0.3074938533319226,0.0031197504321430884,0.17733987286859004,0.30143451964565376,0.0015182033325938705,0.25641088990818245,0.24200819450055291,-0.000140010642502295,0.045773841709548464,0.3074938533319226,0.003153360648143206,0.1610138421953096,0.2978184541068005,0.0016704172413056738,0.3368747311356918,0.2978184541068005,-0.00042716551316462084,0.07418438688760397,0.30143451964565376,0.002742560838091124,0.10329235760461485,0.23723929135208133,0.0016281473064618307,0.25978678671688116,0.23439332391965625,-0.00027314312201699676,8.0,0.0
0.332,0.0,0.049808796522560206,0.3074938533319226,0.00310610329445035,0.1797682804682403,0.30143451964565376,0.0014891357613247647,0.2591292547794466,0.24200819450055291,-0.0001728323448915544,0.046852381248282816,0.3074938533319226,0.0031406401394684894,0.1634223883387352,0.2978184541068005,0.0016416553429378913,0.3403075748427532,0.2978184541068005,-0.000468675324346695,0.0754950295503378,0.30143451964565376,0.0027270015930965976,0.10503837330444295,0.23723929135208133,0.0016073632049695976,0.26239707629324555,0.23439332391965625,-0.0003047215535666988,8.0,0.0
0.334,0.0,0.05098547585331967,0.3074938533319226,0.0030922206817123486,0.18220244323743107,0.30143451964565376,0.0014599948701289616,0.2618301160346245,0.24200819450055291,-0.00020545272334672416,0.047949601340177034,0.3074938533319226,0.003127697665003677,0.16584236087025866,0.2978184541068005,0.0016127527892167838,0.343713133269521,0.2978184541068005,-0.0005098694488314321,0.07681977142902796,0.30143451964565376,0.0027112738811437918,0.10679826058789327,0.23723929135208133,0.0015864110165716607,0.26498537088754504,0.23439332391965625,-0.0003360450284830715,8.0,0.0
0.336,0.0,0.05218212030660786,0.3074938533319226,0.003078100529743235,0.1846420053330733,0.30143451964565376,0.0014307849168986725,0.2645127536180404,0.24200819450055291,-0.00023786305840885937,0.04906568443868206,0.3074938533319226,0.003114531023900947,0.16827346115608527,0.2978184541068005,0.0015837131188385022,0.34709043874584705,0.2978184541068005,-0.000550736149952646,0.07815867271792322,0.30143451964565376,0.0026953769785995098,0.10857187931151985,0.23723929135208133,0.0015652923691702567,0.2675509306867526,0.23439332391965625,-0.0003671045636146654,8.0,0.0
